Categories,Exercise,Exercise Instructions (step by step),Exercise Tips,Primary Activating Muscles,Secondary Activating Muscles,Equipment
Free Weights,Kettlebells sumo deadlift with high pull,"1. Place two kettlebells on the floor between your feet. Stand with your feet wider than shoulder-width apart and your toes pointed slightly outward. 
2. Hinge at your hips and bend your knees to lower your body, reaching down to grasp the kettlebell handles, one in each hand, keeping your back straight and chest up.
3. Push through your heels to lift the kettlebells off the floor, extending your hips and knees simultaneously. As you reach the standing position, pull the kettlebells upward towards your chin by bending your elbows and keeping them pointed outward.
4. Lower the kettlebells back to the starting position. Repeat for the desired number of repetitions.","1. Keep your back straight and avoid rounding your shoulders.
2. Exhale as you lift the kettlebell and perform the high pull, inhale as you lower it.
3. Push through your heels to maximize power and stability.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus), Adductors (Adductor Magnus), Shoulders (Deltoids)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Upper Back (Trapezius), Lower Back (Erector Spinae)",Kettlebells
,Kipping Handstand Push-up,,,,,
,Kipping Pull Up,,,,,
,Kipping Pull Up_Female,,,,,
Bodyweight,Knee to chest stretch,"1. Stand upright with your feet hip-width apart and your arms at your sides.
2. Lift your right knee towards your chest, wrapping your hands around your knee to gently pull your knee closer to your chest.
3. Hold the stretch for 15-30 seconds, feeling the stretch. Keep your left leg straight and maintain your balance.
4. Release your right knee and lower your leg back to the starting position. Repeat the stretch with your left knee. Alternate sides for the desired number of repetitions.","1. Use a gentle but firm grip to avoid pulling too hard and causing strain.
2. Engage your core to maintain balance and stability throughout the stretch.
3. Move slowly and with control to maximize the effectiveness of the stretch and avoid any sudden movements.","Lower Back (Erector Spinae), Glutes (gluteus maximus, gluteus mideus)",Hip Flexors (Iliopsoas),Yoga Mat
Bodyweight,Kneeling hip flexor stretch,"1. Begin in a kneeling position with your right knee on the floor and your left foot in front of you, forming a 90-degree angle with your left knee.
2. Place your hands on your hips or on your left thigh for support. Engage your core and keep your back straight.
3. Gently push your hips forward, feeling the stretch in your right hip flexor. Hold the stretch for 15-30 seconds.
4. Return to the starting position and switch legs, performing the stretch with your left knee on the floor and your right foot in front. Repeat for the desired number of repetitions.","1. Ensure your front knee is directly above your ankle to avoid putting unnecessary strain on your knee joint.
2. Maintain an upright posture with your shoulders relaxed and your chest open.
3. Move slowly and with control to maximize the effectiveness of the stretch and avoid any sudden movements.
",Hip Flexors (Iliopsoas),Quadriceps (Rectus Femoris),Yoga Mat
Bodyweight,Kneeling lat floor stretch,"1. Begin in a tabletop position on the floor with your hands directly under your shoulders and your knees under your hips.
2. Extend your right arm forward on the floor, palm facing up, while keeping your left hand in place.
3. Bend your left elbow to lower your chest towards the floor, feeling the stretch in your lat muscles and upper back. Keep your head relaxed and look down at the floor.
4. Hold the stretch for 15-30 seconds, breathing deeply and steadily. Slowly return to the starting position and repeat on the other side by extending your left arm forward and bending your right elbow.","1. Ensure your extended arm is fully extended to get the most effective stretch in your lats and upper back.
2. Perform the stretch on a comfortable surface, such as a yoga mat, to prevent discomfort or injury.
3. Relax your shoulders and neck to avoid tension in these areas.","Middle Back (Latissimus Dorsi, Teres Major)","Upper Back (Trapezius, Rhomboids)",None
Resistance,Kneeling leg curl machine,"1. Kneel on the leg curl machine with one leg bent on the knee rest behind you and the other leg extended and secured under the pad.
2. Hold onto the handles for stability and keep your back straight.
3. Curl the extended leg by bending your knee and pulling your heel towards your glutes, squeezing your hamstrings at the top of the movement.
4. Slowly return your leg to the starting position with control. Repeat for the desired number of repetitions, then switch legs.","1. Keep your back straight and avoid arching or rounding your spine.
2. Focus on engaging your hamstrings throughout the movement.
3. Exhale as you curl your leg up and inhale as you lower it back down.","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus)","Glutes (gluteus maximus, gluteus mideus)",Kneeling leg curl machine
Bodyweight,Kneeling squat jumps bodyweight,"1. Begin in a kneeling position on the floor with your knees hip-width apart and your toes pointing behind you. Sit back on your heels with your arms at your sides.
2. Engage your core and glutes, then swing your arms forward and upward to generate momentum.
3. Explosively jump up from your knees, bringing your feet forward to land in a squat position with your feet shoulder-width apart and your knees bent.
4. Stand up from the squat position and then return to the starting kneeling position. Repeat for the desired number of repetitions.","1. Use your arms to generate momentum and assist with the jump.
2. Land softly on your forefeet to reduce impact on your joints.
3. Ensure your knees are aligned with your toes when you land in the squat position to avoid strain.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Calves (Gastrocnemius, Soleus)",None (Bodyweight)
Bodyweight,Kneeling wrist flexor stretch,"1. Begin in a tabletop position on the floor with your hands directly under your shoulders and your knees under your hips.
2. Rotate your hands so that your fingers are pointing towards your knees, palms flat on the floor.
3. Slowly shift your weight back towards your heels to increase the stretch in your wrists and forearms, keeping your palms flat on the floor.
4. Hold the stretch for 15-30 seconds, breathing deeply and steadily. Release the stretch by shifting your weight forward and gently lifting your hands off the floor. Repeat for the desired number of repetitions.","1. Keep your palms flat on the floor and your fingers pointing towards your knees to maximize the stretch in your wrist flexors.
2. Move slowly and with control to avoid any sudden movements that could cause strain.
3. If the stretch is too intense, reduce the angle by bringing your hands closer to your knees.","Wrist Flexors (Flexor Carpi Radialis, Flexor Carpi Ulnaris)",Forearms (Brachioradialis),Yoga Mat
,L Sit Hold,,,,,
,L Sit Hold_Female,,,,,
,Landmine Alternating Lunge And Twist,,,,,
,Landmine Alternating Lunge And Twist_Female,,,,,
,Landmine Alternating Lunge To Chest Press,,,,,
,Landmine Alternating Lunge To Chest Press_Female,,,,,
,Landmine Alternating Single Arm Press,,,,,
,Landmine Alternating Single Arm Press_Female,,,,,
,Landmine Bicep Curl,,,,,
,Landmine Bicep Curl_Female,,,,,
,Landmine Calf Raise,,,,,
,Landmine Calf Raise_Female,,,,,
Free Weights,Landmine chest press,"1. Begin by standing with your feet shoulder-width apart, holding the end of a barbell with the right hand at chest level. The other end of the barbell should be anchored securely in a landmine attachment or corner.
2. Press the barbell forward and slightly upward until your arm is fully extended.
3. Squeeze your chest muscles at the top of the movement.
4. Slowly lower the barbell back to the starting position at chest level. Repeat for the desired number of repetitions.","1. Keep your back straight and avoid arching it during the press.
2. Exhale as you press the barbell forward and inhale as you lower it back.
3. Focus on using your chest muscles to press the barbell.","Chest (Pectoralis Major, Clavicular Head), Shoulders (Deltoids)","Triceps (Triceps Brachii), Core Muscles (Rectus Abdominis, Obliques)",Barbell
,Landmine Concentration Curl,,,,,
,Landmine Concentration Curl_Female,,,,,
,Landmine Curtsy Lunge,,,,,
,Landmine Curtsy Lunge_Female,,,,,
,Landmine Glute Kick Back,,,,,
,Landmine Glute Kick Back_Female,,,,,
,Landmine Goblet Curtsy Lunge,,,,,
,Landmine Goblet Curtsy Lunge_Female,,,,,
,Landmine Goblet Lateral Lunge,,,,,
,Landmine Goblet Lateral Lunge_Female,,,,,
,Landmine Hack Squat,,,,,
,Landmine Hack Squat_Female,,,,,
,Landmine Half Kneeling Single Arm Overhead Press,,,,,
,Landmine Half Kneeling Single Arm Overhead Press_Female,,,,,
,Landmine Hollow Hold,,,,,
,Landmine Hollow Hold_Female,,,,,
Free Weights,Landmine row,"1. Begin by standing with your feet shoulder-width apart and knees slightly bent. Position yourself so that the end of a barbell, anchored in a landmine attachment or a secure corner, is between your feet.
2. Bend at the hips and knees to lean forward and grab the barbell with both hands using a v handle.
3. Pull the barbell towards your chest by squeezing your shoulder blades together and bending your elbows.
4. Lower the barbell back to the starting position with control, fully extending your arms. Repeat for the desired number of repetitions.","1. Exhale as you pull the barbell towards you and inhale as you lower it back.
2. Ensure your feet are firmly planted and your stance is stable.
3. Focus on squeezing your shoulder blades together to engage your middle back muscles.","Middle Back (Latissimus Dorsi, Teres Major), Upper Back (Rhomboids, Trapezius)","Biceps (Biceps Brachii), Shoulders (Deltoids), Core Muscles (Rectus Abdominis, Obliques)",Barbell
Resistance,Lat pull down close grip,"1. Sit at the lat pulldown machine with your feet flat on the floor and knees secured under the pads. Grasp the bar with both hands just closer than shoulder-width apart, and your arms fully extended above you.
2. Pull the bar down towards your upper chest by bending your elbows and squeezing your shoulder blades together, keeping your back straight.
3. Hold the contraction for a second, then slowly return the bar to the starting position with control, fully extending your arms.
4. Repeat for the desired number of repetitions.","1. Keep your back straight and avoid leaning backward excessively.
2. Focus on engaging your back muscles throughout the movement.
3. Exhale as you pull the bar down and inhale as you return to the starting position.","Middle Back (Latissimus Dorsi, Teres Major)","Biceps (Biceps Brachii), Shoulders (Deltoids), Upper Back (Trapezius, Rhomboids)",Lat Pull Down Machine (Cable)
